002073,01,08887727000144,PADARIA DOM PEPE LTDA - EPP,PADARIA INCA II,SP,SAO BERNARDO DO CAMPO,AUTOMACAO
002075,01,14964122000102,PADARIA E CONFEITARIA MARIA EUGENIA EIRE,PADARIA MARIA EUGENIA,SP,SANTO ANDRE,AUTOMACAO
002076,01,16385220000110,EMPORIO JOSE SENA LTDA - ME,EMPORIO JOSE SENA,SP,COTIA,AUTOMACAO
002077,01,44200780000199,PANIFICADORA E LANCHONETE GRILO LTDA - M,PANIFICADORA E LANCHONETE GRILO,SP,SANTO ANDRE,AUTOMACAO
002088,01,05610417000190,BISTRO CAFETERIA LTDA ME,BISTRO CAFETERIA,SP,RIBEIRAO PIRES,AUTOMACAO
002091,01,07446383000175,FOURPLUS HOTEIS E TURISMO LTDA,HOTEL TRIANON,SP,SAO PAULO,AUTOMACAO
002107,01,18846462000190,DRIPP COFFEE CAFES LTDA - ME,CASA PILAO SOROCABA,SP,VOTORANTIM,AUTOMACAO
002108,01,18998365000112,CAFETERIA MORGADOS DO BRASIL LTDA - ME,CASA PILAO RIBEIRAO PRETO,SP,RIBEIRAO PRETO,AUTOMACAO
002158,01,61087367000189,LATICINIOS CATUPIRY LTDA,LATICINIOS CATUPIRY,SP,SAO PAULO,AUTOMACAO
002161,01,14086932000103,CENTRO AUTOMOTIVO REDE ALPHA LTDA,CONVENIENCIA IPIRANGA,SP,SANTANA DE PARNAIBA,AUTOMACAO
002207,01,08925186000100,LAURA DE ALMEIDA PEREZ ACETO,LOJA DE CONVENIENCIA LAURA,SP,SAO BERNARDO DO CAMPO,AUTOMACAO
002451,01,18514534000100,CANTINA M SCHENBERG EIRELI - ME,CANTINA M SCHENBERG COTIA,SP,COTIA,AUTOMACAO
002460,01,19267933000178,CIBELE PAIXAO ALVES CAFETERIA - ME,DOCE VILLE DOCERIA E,SP,PRAIA GRANDE,AUTOMACAO
002626,01,15310164000192,ALZIRA NOGUEIRA DA SILVA SUCOS E LANCHES,CAFETERIA CASAS BAHIA,SP,SAO CAETANO DO SUL,AUTOMACAO
002708,01,23156521000138,CASAQUINZE CABELEIREIRO LTDA,CASAQUINZE CABELEIREIRO LTDA,SP,SAO PAULO,AUTOMACAO
002743,01,21551182000169,EMPORIO NOBRE LTDA - EPP,EMPORIO NOBRE,SP,COTIA,AUTOMACAO
002792,01,66761842000174,MICHELIN'S PADARIA E PIZZARIA LTDA.-ME,PADARIA MICHELIN'S,SP,SAO PAULO,AUTOMACAO
002884,01,07297748000147,MONTE REY RESTAURANTE E ROTISSERIE LTDA,BUFFET MONTEREY,SP,SAO PAULO,AUTOMACAO
002967,01,17576834000223,CAFE ESCOLA COMERCIO DE ALIMENTOS E BEBI,CASA PILAO MORUMBI,SP,SAO PAULO,AUTOMACAO
003061,01,22219532000157,J A L BRUM EIRELI EPP,PADARIA CAICARAS,SP,GUARUJA,AUTOMACAO
003346,01,24731859000139,ITA PAES E DOCES EIRELI - ME,DOM FELIPE II,SP,SAO PAULO,AUTOMACAO
003443,01,26002387000109,PADARIA DO PORTUGA LTDA ME,PADARIA DO PORTUGA,SP,COTIA,AUTOMACAO
003744,01,17310247000107,COMERCIAL ACL S LTDA ME,PADARIA BELLA KLABIN,SP,SAO PAULO,AUTOMACAO
003757,01,23406357000170,BELLA TAMBORE PAES E DOCES LTDA EPP,BELLA TAMBORE PAES E DOCES,SP,SANTANA DE PARNAIBA,AUTOMACAO
004190,01,61372173000125,PADARIA E CONFEITARIA PALMEIRAS LTDA - EPP,PADARIA PALMEIRAS,SP,SAO PAULO,AUTOMACAO
004215,01,60518354000154,"NARA ROESLER GALERIA, COMERCIO, IMPORTACAO E EXPORTACAO DE ARTES LTDA",NARA ROESLER,SP,SAO PAULO,AUTOMACAO
